Hex Representation, Visits, Green Win Rate
0d01020000000080309100000000000102, 51, 0.47058824
0d5a010000000000302000000000004800, 13, 0.30769232
0d00080000000010302000200004400201, 27, 0.4074074
0d02011000000008304000400020000200, 19, 0.5263158
0d1a010000000000302000000000004801, 8, 0.5
0d01060000200020301000100000800000, 56, 0.48214287
0d02080000100000302000000000500201, 32, 0.53125
0d00020000000024308400000010000102, 62, 0.5322581
0d02011000100000306000000020000200, 5, 0.2
0d001400010000a0301000000000008002, 10, 0.2
0d02090000000000300000000080140201, 8, 0.375
0d0a000000000000302800000001500001, 14, 0.5714286
0d0a000000000010302800000000504000, 22, 0.4090909
0d800200000000a0301000000040000500, 49, 0.48979592
0d40011400000000302800000000000a00, 2, 0
0d00001400100018302800000000000200, 50, 0.58
0d02000000000010302800200000500001, 15, 0.46666667
0d00022800000024301400000000000400, 73, 0.6164383
0d00001400000018306800000000000200, 35, 0.5714286
0d4a210400000000300000000000004200, 17, 0.3529412
0d85120801000000300000000000000002, 8, 0.625
0d02000000000010302800200000540000, 19, 0.57894737
0d4a210000010000300000000000000201, 5, 0.4
0d01022000000000308000000440000102, 68, 0.5588235
0d81040004000020301000000000008002, 3, 0.33333334
0d01002000000020308500100000000002, 31, 0.5483871
0d02000000100058312000000020000000, 11, 0.72727275
0d00022000000004300000000050200102, 20, 0.35
0d00022000000004301000000050200002, 45, 0.53333336
0d02011000000048312000200000000000, 38, 0.6315789
0d80022000000004301000000400000102, 5, 0.4
0d01120004000000300000100000808002, 19, 0.42105263
0d0a091000000040310000000000000200, 19, 0.6315789
0d81062000000000301100000000000002, 4, 0.5
0d00000000100000302000004020100a01, 16, 0.4375
0d02010440000008302000200000000001, 34, 0.6764706
0d42081400000010302000000020000000, 6, 0.33333334
0d81000000200020300000000050000102, 55, 0.5272727
0d0a010000100018304000000000000200, 47, 0.4893617
0d05162000000020300000000000800000, 2, 0
0d02000000100050302000200000004200, 37, 0.6216216
0d04120000000020300000000000208500, 24, 0.375
0d02000000000050300800200000400201, 40, 0.525
0d48200000000000302000000000104201, 32, 0.4375
0d05120000000020300000000000208100, 123, 0.5691057
0d0a000400000000302000000000104201, 40, 0.525
0d02000400100050300000000020000a00, 45, 0.53333336
0d00000000000058302000200000100201, 51, 0.627451
0d0a080000000040304000000000100201, 21, 0.3809524
0d00020000000000300000000050808502, 23, 0.65217394
0d00020000000000301000000050808402, 15, 0.4
0d04160000000020301000000000208000, 19, 0.47368422
0d00290000000000302000000000500201, 90, 0.51111114
0d01002800000020300000000040000502, 46, 0.5217391
0d420110000000003020000000a0000001, 12, 0.33333334
0d42011400000000302000000080000800, 10, 0.6
0d00020000040024301400000000a00000, 2, 0
0d08211400000000302000000000000201, 10, 0.2
0d11120000200080301000000000000002, 5, 0.6
0d00020000000080309000000040001402, 8, 0.375
0d00022000000001300400100000200102, 8, 0.5
0d00010000000000302800000000440a01, 5, 0.8
0d02080000400050304000000080000200, 2, 0
0d010400000000a0300000000050800002, 27, 0.5185185
0d01120800000024309000000000000000, 4, 0
0d011620000000a0300000000000000100, 47, 0.44680852
0d42210400100000302800000000000000, 20, 0.45
0d00000000000010306800000080104200, 23, 0.47826087
0d02200000000050300000000080004201, 42, 0.47619048
0d020000001000403040000000a0000201, 13, 0.46153846
0d00000000000020300000000050208502, 20, 0.55
0d0a011100000000300000000000000a01, 10, 0.6
0d04100001200020301000000000800002, 20, 0.45
0d00010400010018302000000020000200, 22, 0.3181818
0d0a014000100040302000200000000000, 20, 0.55
0d00011000040000302000200020000201, 30, 0.53333336
0d81020000040020309400000000000000, 7, 0.85714287
0d80020000000000300000000040801502, 9, 0.44444445
0d000000000000a0301400100004008002, 7, 0.42857143
0d02200000000010300000000020101201, 5, 0.4
0d00011000040000302000200080000201, 30, 0.53333336
0d00000000000040306800400000000a01, 5, 0.2
0d02011400040000302000200080000000, 5, 0.4
0d05122000000020301000000000200000, 79, 0.51898736
0d01000800200020300000400040000102, 0, 0
0d02000000000010304800400000000a01, 3, 0
0d00164000000020308000000000200100, 13, 0.53846157
0d0a200000000010304000000000044200, 10, 0.4
0d80020800000000301000000000010502, 30, 0.46666667
0d42010100100000300000000080000a00, 7, 0.42857143
0d02011000000008300000000084400200, 15, 0.6666667
0d10090000100010302800000000000200, 2, 0.5
0d40090000100010302800000000000200, 45, 0.46666667
0d150020000000a0301000000000000002, 44, 0.5
0d02001000000008300000000084400201, 3, 0
0d00000800000020300000000050800502, 5, 0.4
0d0a010000100010304800000000000200, 27, 0.44444445
0d04160000000020308000000000200100, 9, 0.44444445
0d04128004200000301000000000000002, 14, 0.5
0da1100004000020300000000000000102, 54, 0.6111111
0d0102000000002030000000041000a100, 7, 0.5714286
0da1140000000020300000000000000102, 34, 0.44117647
0d00020000000024301500000008800000, 7, 0.42857143
0d02081400000000302000200000400001, 18, 0.44444445
0d05022000000024309000000000000000, 39, 0.3846154
0d00000000200020300000100040800502, 33, 0.57575756
0d42010000000000302800200000500000, 28, 0.42857143
0d010200000000a0308000000050000100, 35, 0.51428574
0d85120800000000300000100000000002, 38, 0.5
0d000000000000403060000000a0100201, 16, 0.3125
0d02000000000050300000000080100a01, 12, 0.33333334
0d011400002000a0300000000040000002, 4, 0
0d40000000100050302800200000000200, 35, 0.4857143
0d02000000000058306800000000000001, 33, 0.42424244
0d00162000000000300000000040200102, 27, 0.5185185
0d0a000000000010306800000000100001, 64, 0.53125
0d01020800000000300000000050800102, 39, 0.4871795
0d00000400100050302800000000000a00, 19, 0.36842105
0d05160800000000300000000000200002, 10, 0.3
0d02210000000000300000000080504200, 17, 0.3529412
0d50000000000050302800200000000200, 16, 0.5
0d01026800000000300000000040000102, 7, 0.85714287
0d000200002000a0301000000000001500, 23, 0.39130434
0d04100000000020301000100000208002, 8, 0.375
0d0a200000100010302000000000004001, 62, 0.5645161
0d00001000100050302800200000000200, 36, 0.4722222
0d00000000000000306000000080424201, 12, 0.25
0d010400000000a0300002000010000102, 45, 0.5555556
0d00011000000000302800080000404200, 14, 0.5714286
0d02200000000000306000200000500001, 32, 0.4375
0d00140000200024301000000000200002, 98, 0.6122449
0d050000000000a0301400000000800002, 83, 0.5301205
0d80020800000024301000100040000000, 33, 0.5151515
0d05062800000000300000000000000102, 31, 0.38709676
0d0a200000100000306000000000100001, 5, 0.8
0d42011000000000300000200000000a01, 37, 0.4054054
0d02010000100000306000200000000801, 71, 0.5492958
0d08000000100018306000000000000201, 37, 0.43243244
0d001600008000a0301000000000000100, 41, 0.5121951
0d010600008000a0301000000000000100, 71, 0.5633803
0d02011400000002302800000000000001, 21, 0.3809524
0d05020a00000020300000000040000100, 33, 0.45454547
0d02000400000010304000000280000201, 68, 0.60294116
0d00010400000010302000000080024200, 63, 0.5873016
0d00a10400000010302000000000100200, 58, 0.4827586
0d02010000000010302000000080120001, 105, 0.552381
0d02010000000050300800080000100200, 54, 0.46296296
0d08210000100000302000000000100201, 62, 0.43548387
0d81000800000024301000000040000002, 29, 0.3448276
0d02210402100010300000000000000200, 28, 0.5
0d00010400000010302800080000400200, 25, 0.32
0d05000000000020301400000000208002, 43, 0.5813953
0d00010400100000302800200000000201, 38, 0.42105263
0d01060000000000301000000040a00002, 47, 0.5319149
0d04002000000020301000000000800502, 69, 0.5217391
0d01020000000000309000100000008102, 115, 0.59130436
0d42080000000010302000000020004001, 69, 0.5217391
0d42090000000000302000000020004001, 39, 0.5641026
0d01020000200084301400000000000002, 72, 0.4722222
0d42010000000010300000000280100200, 12, 0.16666667
0d01040000000020301000000000280102, 60, 0.5
0d01120800020000301000000000000402, 73, 0.5479452
0d02000000100012302800000000100001, 33, 0.5151515
0d0a010000000010300000000080100201, 58, 0.46551725
0d010200008000a4300400000000000100, 26, 0.42307693
0d01140000000020300000000000280102, 53, 0.5471698
0d02a00000000010302000000000500001, 34, 0.5588235
0d00211408000010302000000000000200, 61, 0.44262296
0d01100880000020301000000000000102, 82, 0.4390244
0d02010000000010300a00000000104200, 35, 0.31428573
0d01020000000020300000008050200100, 139, 0.5827338
0d2a010000000010306000000000100000, 48, 0.5416667
0d0100000000002430100000000000a102, 52, 0.5
0d01028000200020301400000000000400, 49, 0.5510204
0d42a10000000010302000000000004000, 48, 0.5208333
0d000600008000a0301000100000000100, 44, 0.52272725
0d02010000000012306800000000000001, 55, 0.4909091
0d42a10000000000302000000000004001, 43, 0.4883721
0d04000000000020301400000000280102, 74, 0.5810811
0d02011000000010300000000280100200, 51, 0.50980395
0d01120800020000300000000010000102, 46, 0.5
0d02a10000000000302000000000104001, 39, 0.4871795
0d02210002000010300000000000500200, 79, 0.6455696
0d00010000100050302800080000000200, 16, 0.375
0d810200000000a0300400100000000100, 27, 0.37037036
0d01000000000025308000800000000102, 39, 0.46153846
0d02010000010010300000800020000201, 57, 0.54385966
0da1020000000020301000000000000500, 51, 0.49019608
0d00000000000025309000800000000102, 50, 0.52
0da0020000000020301000000000010500, 4, 0
0d00080000000010302000000000404a01, 81, 0.5555556
0d05060000200020301000000000008000, 27, 0.4074074
0d01022000200004301000000000000102, 71, 0.5070422
0d84060000000020301000000000800100, 79, 0.5443038
0d00422000000020301000100000000102, 12, 0.33333334
0d02000000000040302001000000400a01, 27, 0.5185185
0d80060000000021300400000000000102, 38, 0.57894737
0d01122800000000300000000050000002, 59, 0.6440678
0d40010400000040302000000080000a00, 10, 0.2
0d00022000240004301000000000000102, 12, 0.41666666
0d00090000000010302000000000001a01, 51, 0.47058824
0d01020000000000308000100004800102, 63, 0.4920635
0d08011000000010302000000020000201, 64, 0.5625
0d00090000000018306000000000400200, 43, 0.44186047
0d42090000000010302000000000000801, 35, 0.42857143
0d01000000000024309000000040200002, 106, 0.6415094
0d02201000000050300000000020000201, 77, 0.5974026
0d02000440000010302000200000000801, 28, 0.42857143
0d81000000200020301000000410000002, 8, 0.375
0d81000000200020301000000050000002, 57, 0.5263158
0d02010000000040314000200000000a00, 15, 0.53333336
0d04122004000020301000000000800000, 12, 0.5
0d02000000010010302000000080004201, 22, 0.45454547
0d00060001000020300000000000200502, 14, 0.35714287
0d04020800000020301000000110000002, 11, 0.27272728
0d42200000000010302800000000004001, 57, 0.47368422
0d42080000000050300800000000004200, 16, 0.375
0d01120000200020301000000010200000, 66, 0.46969697
0d00201000000010306000200000000201, 61, 0.5081967
0d00120000200024301000000010200000, 26, 0.46153846
0d01000000000020301000400010a00002, 17, 0.29411766
0d02014000100000300000000080400a00, 37, 0.5675676
0d050000002000a0301000000000000402, 62, 0.5483871
0d0a211000000000300000400000000201, 31, 0.5483871
0d01022000000004300000000010008102, 44, 0.47727272
0d80120000000020309000000000000500, 45, 0.4888889
0d40000000000018302000000000104a00, 71, 0.5492958
0d00162000200020301000000000000100, 54, 0.537037
0d0a011000000040304000000020000200, 34, 0.47058824
0d02001000000018304800000000000201, 86, 0.5232558
0d04020000000020301000000000208500, 57, 0.50877196
0d02011000000018300800000000000201, 45, 0.37777779
0d01024000000020300000100000a00100, 31, 0.5483871
0d48200000000010302000000000005200, 26, 0.53846157
0d01064000000020300000000000a00100, 9, 0.33333334
0d04000000000020301400000002800102, 45, 0.44444445
0d42080002000050302000000000004000, 21, 0.23809524
0d02001000000010304000000000120a00, 96, 0.5833333
0d40000000000010302000000220004201, 51, 0.49019608
0d00000000000050302000000220004201, 12, 0.33333334
0d02090000000010300000000020001201, 47, 0.59574467
0d02090000000010300000000020004201, 54, 0.5740741
0d80020000240024301000000000000100, 57, 0.64912283
0d00124000200020301000000000000102, 18, 0.44444445
0d01020000000020308000400050000002, 2, 0
0d01020000000020300000000040009402, 11, 0.36363637
0d00020800000020301000000000005402, 5, 0.4
0d02001000040014302000000080000200, 15, 0.6
0d01020800000020301000000000005002, 12, 0.5
0d010210000000a4300000000000000102, 9, 0.44444445
0d52000000000010302000000080000201, 60, 0.6
0d42000000000010302000200001000201, 22, 0.45454547
0d04020000000020308000000110000102, 10, 0.5
0d00081000100000302000000020400201, 8, 0
0d81020000200000301000100000000402, 32, 0.375
0d48010000000008302000000000004201, 60, 0.5833333
0d0a011000000008304000000000004200, 59, 0.5762712
0d02090000000010306000000020400000, 39, 0.41025642
0d40010000000008302001000020000201, 23, 0.4347826
0d01022000000024308000000000000500, 72, 0.4722222
0d0a011000000000300000000000044a00, 6, 0.33333334
0d04000000200020300000140000800102, 26, 0.5
0d40000400000000306800000080000201, 28, 0.39285713
0d01160800000000300000000000200402, 25, 0.52
0d02010400000008306001000000000200, 34, 0.5882353
0d01000000000020300000100040808102, 14, 0.21428572
0d4a080000000050300000000000100200, 68, 0.5735294
0d00001000000058302000200000000201, 76, 0.59210527
0d02010400000040300000000020004a00, 53, 0.5283019
0d04000000000024300000000002800502, 42, 0.52380955
0d0a811000000010300000000000400200, 42, 0.5
0d00060000000000300000100010088102, 72, 0.5555556
0d00010000100012302800000004000200, 36, 0.5277778
0d02011000000000304000400080020200, 35, 0.51428574
0d000640000000a0300002100000000100, 16, 0.3125
0d00064000000020301000100000200002, 18, 0.3888889
0d42200000000010302000000000005200, 29, 0.51724136
0d02210000100010302000000004000200, 19, 0.42105263
0d02210000000010302000000000001201, 35, 0.4857143
0d00020800000020301000400010000102, 67, 0.6268657
0d02210000000010302000000000041200, 14, 0.5714286
0d02010000000000306801400000000200, 11, 0.45454547
0d00020800000020301000000000011402, 10, 0.4
0d00020000200020300000100014000102, 11, 0.36363637
0d12000000000010306000000000000a01, 8, 0.25
0d00060000040024308000000000000102, 18, 0.5
0d01022000000020301000400000000102, 25, 0.36
0d01020000200020300000040004000102, 9, 0.44444445
0d02001000050010302000000020000200, 8, 0.25
0d02000000000008306001400000000201, 7, 0.2857143
0d94000800000024300000000000000102, 15, 0.46666667
0d02010000000000306000000080001801, 14, 0.5714286
0d48210000100000302000000000000201, 97, 0.53608245
0d02011000040008300800000000400200, 12, 0.5
0d02000000040010302800000000400201, 4, 0
0d02010000000000306000000080005200, 13, 0.46153846
0d04020000200024300400000000000102, 18, 0.3888889
0d00020000000020308400100000000502, 32, 0.53125
0d04100000000020300000100000808102, 47, 0.4893617
0d020010001000503000000000a0000200, 16, 0.375
0d04000000000020301000000010208102, 44, 0.45454547
0d04000000000020301000000050208002, 23, 0.39130434
0d4a000000000050302000000000400800, 56, 0.53571427
0d01102000000020308000100000000102, 96, 0.5208333
0d42000000000018304000000020100200, 32, 0.375
0d00090400000000302000200000400201, 34, 0.5588235
0d00088000000010306000000000004201, 57, 0.54385966
0d00042000080020301000100000000402, 75, 0.5466667
0d42010000080018300000000000004200, 56, 0.51785713
0da1000000000020300000100010000102, 82, 0.5731707
0d28001000000000306000000000400201, 23, 0.3043478
0d00160800200020301000100000000000, 46, 0.5652174
0d00010000000010302000200080500200, 57, 0.5263158
0d02201000000040304000000020000201, 48, 0.5625
0d01000000000024309000000010200002, 44, 0.47727272
0d02090400000010306000200000000000, 20, 0.4
0d84020000000000301400000010008002, 39, 0.43589744
0d81060000000000300400000000008402, 45, 0.46666667
0d0006000000002430100000004000a000, 19, 0.31578946
0d01128000200004300000000000000102, 73, 0.53424656
0d00042000080020301400000000000402, 18, 0.2777778
0d04020000000020300000100040800102, 54, 0.5185185
0d00060000000020308000100040000102, 58, 0.5862069
0d00120000200024301000000010000002, 44, 0.54545456
0d02280000000050300000000000104200, 49, 0.6122449
0d02290000000040300000000000104200, 18, 0.3888889
0d81020800000020301000000050000000, 82, 0.58536583
0d020004000000503000000000a0000201, 33, 0.45454547
0d02200400000010306000200000400000, 71, 0.5492958
0d01120800000020308000100010000000, 44, 0.45454547
0d00010000000000306800000020100201, 73, 0.5479452
0d0a000000000050300000000080400201, 61, 0.47540984
0d010200000000a0300400100000000402, 20, 0.45
0d00062000200000301000000050000002, 15, 0.4
0d02081000000018300000000000400201, 60, 0.5
0d48000000000050302000200000000201, 42, 0.3809524
0d80020000000020300000100040800500, 17, 0.5882353
0d04020000000020301400000010800002, 54, 0.5740741
0d00001000500000302000000080020201, 39, 0.61538464
0d02a10000000000306001000000000001, 45, 0.5555556
0d42010000000010300000000280400200, 64, 0.578125
0d42010000000010300000000281000200, 24, 0.5833333
0d00090000100010302000000020040200, 20, 0.45
0d02001000000010302000200000004801, 31, 0.38709676
0d00080000100010302000000020044200, 7, 0.14285715
0d01002000000024300000000000810402, 28, 0.5714286
0d02001000010010302000200000000801, 51, 0.5294118
0d01000000000020301400000000a00402, 56, 0.53571427
0d000600000000a0309000000050000000, 44, 0.5681818
0d02001000000000302800200000500001, 33, 0.5151515
0d02290000000000300000004000100201, 37, 0.5135135
0d010000000000a4308500000000000002, 17, 0.5294118
0d01022800000000300000000410000102, 3, 0.33333334
0d000000000000a4309500000000000002, 7, 0.5714286
0d02080000000010300000000020104201, 36, 0.5277778
0d0a001000000008302000000000500001, 21, 0.47619048
0d02000000000000300000000021500a01, 15, 0.6666667
0d80022000000020300400140000000100, 25, 0.56
0d81120000000000300000000000200502, 75, 0.56
0d0a001400000000300000000080004201, 14, 0.42857143
0d40010400000008306000000080000200, 40, 0.6
0d00010000000000302800200004404200, 9, 0.5555556
0d050240002000a0300000000000000100, 5, 0.4
0d00000000000000302800200004404201, 6, 0.5
0d00020800000005301000100000200002, 10, 0.8
0d00000000000010302800000080440201, 7, 0.42857143
0d02200000100000304001000080000201, 4, 0.5
0d01020800000005301000000000200002, 23, 0.3478261
0d00020800000004309000100004000002, 3, 0.33333334
0d02014000100018300000000080000200, 24, 0.41666666
0d81000000000020300000400010200402, 5, 0.4
0d81000000000020300000400000200502, 1, 0
0d05060800000020300000000000008100, 45, 0.51111114
0d04060000000000309000100000800002, 0, 0
0d00022000200004301000000000000502, 25, 0.28
0d05042000000020300000000000008402, 21, 0.3809524
0d08000000100010306000200000000201, 23, 0.4347826
0d00001000010008302000000020400201, 8, 0.25
0d00040001200020301000000010800002, 8, 0.125
0d81020000000000301000100000018002, 9, 0.22222222
0d80020000000025300000100000000102, 4, 0.25
0d00020000200020300000000110000502, 8, 0.625
0d40281000000000302000000000400201, 1, 0
0d02000000000008304800000000404201, 11, 0.45454547
0d80000000040020309000100000000102, 3, 0.6666667
0d80000000040024308000100000000102, 4, 0.75
0d02011000040010300000200020000200, 15, 0.33333334
0d02000000100018306000400000000800, 5, 0.8
0d40010000000008306000400020000200, 27, 0.5555556
0d40000000000008306000400020000201, 31, 0.58064514
0d01022000000020309000500000000000, 34, 0.61764705
0d52010000100008302000000000000800, 6, 0.5
0d15020000200020301000000000008000, 26, 0.46153846
0d05020000040000309000000000800002, 1, 0
0d80000000000020309000100000001402, 7, 0.5714286
0d01160000a00020300000000000000100, 20, 0.3
0d02081002100050300000000000000200, 39, 0.5641026
0d00160000a00020300000000000000500, 20, 0.4
0d02098000100000302000000000005000, 18, 0.5
0d14000000000020301000000008800102, 12, 0.16666667
0d50000000000010306000800020000200, 17, 0.47058824
0d0002400000000030100000000000a502, 24, 0.625
0d00024000000000301000000040208102, 26, 0.53846157
0d02001000000010300000000080100a01, 64, 0.546875
0d011000002400a4300000000000000002, 13, 0.53846157
0d010200000000a0308000100004000100, 25, 0.6
0d010200000000a0308000100044000000, 26, 0.53846157
0d50000000000010302800000080004200, 46, 0.5
0d10000000000010302800000080004201, 56, 0.58928573
0d050208000000a0300000000000001400, 45, 0.53333336
0d00014000100010302000000000002a00, 24, 0.45833334
0d00014000000010302000000000002a01, 33, 0.54545456
0d00000000000010306000000084400a00, 24, 0.5833333
0d0a201000100010302000000000000001, 75, 0.61333334
0d010400000000a0309000000000001002, 17, 0.47058824
0d140200002000a0301000000010000000, 16, 0.375
0d52000000000018302800000000000001, 19, 0.47368422
0d0a010000100010302000200004000000, 5, 0
0d00011000000000306000600020000200, 18, 0.5555556
0d00040000000020308000100004800102, 16, 0.375
0d94020000000000301000000000800102, 59, 0.59322035
0d00022000200020300000100010000500, 27, 0.44444445
0d0a011000000000300000000020404200, 11, 0.45454547
0d4a211000010000300000000000000200, 6, 0.5
0d01022800000020301000140000000000, 12, 0.33333334
0d4a210000010010300000000000000200, 7, 0.5714286
0d00000000000025300000100000a00102, 6, 0.6666667
0d40011000040008302000200000000200, 4, 0.75
0d00020000000000301000000010809102, 3, 0.33333334
0d02000000000010300000000020405a00, 3, 0.33333334
0d4a001000040010300000000020000200, 1, 0
0d85024000000000301000000000800002, 1, 0
0d00000000000024309000100000800102, 42, 0.47619048
0d00011000080008302000000000004201, 52, 0.46153846
0d01062000080024300000100000000000, 20, 0.5
0d05008000200020300000000000000502, 40, 0.475
0d00062000080024301000100000000000, 45, 0.51111114
0d05022000000020300000400000000102, 12, 0.5833333
0d04022000000020300000400010000102, 25, 0.64
0d81060000000020300000000000800500, 42, 0.47619048
0d02080000000018300000400000400201, 4, 0.5
0d0a001000040000302000000020004001, 13, 0.61538464
0d52010000000008306000000000000800, 5, 0
0d1a000000000010300000000020100201, 30, 0.53333336
0d00122000000000301000000000009402, 29, 0.51724136
0d80020000000020309400400010000000, 33, 0.54545456
0d42011000000000300800000000400a00, 10, 0.3
0d05040800000020301000000000800002, 26, 0.53846157
0d00020000000024308000100000200500, 16, 0.5625
0d00000000000020309000100010800402, 7, 0.42857143
0d05062000200024300000000000000000, 17, 0.4117647
0d00022000000000301000100040200402, 24, 0.5
0d05020800000004301000000000800002, 22, 0.27272728
0d011400000000a0300000000010008002, 39, 0.5897436
0d0a011400000008302000000000400000, 30, 0.6
0d00011000000000302000200000500a00, 11, 0.54545456
0d42014000100000300000000020000a00, 14, 0.5714286
0d00011000000000302000000024000a01, 12, 0.6666667
0d0a091000000000302000000000400001, 49, 0.5102041
0d52010000000018302000200000000000, 12, 0.5833333
0d00000000000008306000200000005201, 9, 0.44444445
0d00211000010000302000200000400200, 2, 0
0d00000800000020301000140000008102, 28, 0.5
0d00211000000000302000200000400201, 7, 0.2857143
0d00000800000020300000140000008502, 2, 0
0d02090100100010300800000000000200, 11, 0.6363636
0d02000000000000304001000000006a01, 12, 0.41666666
0da5020000000004301000000000000002, 60, 0.5
0d00000000000020301000000008810502, 26, 0.3846154
0d02000000000010304001000000006a00, 15, 0.53333336
0d010400002000a0300000000010000402, 7, 0.2857143
0d000400002000a0300000000010000502, 22, 0.5
0d00160000200020308000000010000100, 30, 0.46666667
0d00000000000010306000000020100a01, 65, 0.5538462
0d02011400000008302000200000400000, 7, 0.14285715
0d02088000500010306000000000000000, 9, 0.5555556
0d40010000090008302000000000000201, 5, 0.4
0d00000000100000306001800020000201, 3, 1
0d00000000000010306001800020000201, 12, 0.5
0d000000000000a0309000100040000402, 30, 0.6333333
0d42010000100018302800000000000000, 9, 0.22222222
0d00001000000000302000000080500a01, 20, 0.5
0d00022000000000301000000440008402, 40, 0.65
0d00000000000020309100100000800102, 4, 0.25
0d85120004000000300000000000800002, 2, 0
0d6a011400000000300000000000000200, 15, 0.33333334
0d0002000000000030100000005000a102, 27, 0.37037036
0d02000000000010300000000000106a01, 66, 0.530303
0d04148000200020300000000000000102, 22, 0.5
0d02000000000000302000000080504801, 10, 0.5
0d02010000000000300800200000404201, 40, 0.45
0d85100800000020301000000000000002, 24, 0.375
0d020000001000403060000000a0000001, 18, 0.5555556
0d81020000000020308000000050010000, 8, 0.25
0d0a010000000000302000200000140001, 8, 0.125
0d01022000200024301000040000000000, 5, 0.2
0d85120001000000300000000000800002, 2, 0
0d02211400000000300800000000400200, 29, 0.5862069
0d01160800000080300000000000000102, 7, 0.14285715
0d02000000000010306800000080004001, 78, 0.5
0d02000000000010306800000080104000, 21, 0.47619048
0d05020000200000301000000040800002, 60, 0.43333334
0d00020000200024301000000040800100, 41, 0.41463414
0d02010000000018302000000020100001, 116, 0.51724136
0d00062800000024301000000010000000, 46, 0.5217391
0d00001000000008306800000000004201, 35, 0.45714286
0d81020800000000300000100000000502, 69, 0.5942029
0d80060000000020301000000010008100, 44, 0.45454547
0d81040000000020300000000010008102, 44, 0.47727272
0d02010000100018300000000020000201, 88, 0.53409094
0d00090000000000306000200000004201, 49, 0.5102041
0d42004000100018302000000000000200, 5, 0.2
0d01022000000020300000100000001102, 15, 0.46666667
0d42010000100000302000000020400200, 34, 0.47058824
0d02001000040010302800200000100000, 20, 0.55
0d01000000000020301400000000a01002, 20, 0.55
0d000000000000503020000000a0005200, 17, 0.5294118
0d02091400100000300000000020000200, 63, 0.6031746
0d0a001000000018302000000000104000, 20, 0.35
0d01040800200024300000000000000402, 42, 0.45238096
0d85020000000080300000000010000102, 47, 0.4680851
0d42000000000010306000200080400000, 37, 0.43243244
0d42000000000010306000200080000001, 62, 0.5
0d02010000100000302800000000404200, 50, 0.6
0d04020000000020300000000010200502, 26, 0.42307693
0d42000000100018302000000080400000, 26, 0.46153846
0d42010000100000300800000020000201, 60, 0.48333332
0d80020000000024301000000010200100, 32, 0.4375
0d00201000000010306000000000400a00, 23, 0.4347826
0d01040800000020309000000000000402, 34, 0.47058824
0d02210400100000306000000000000200, 3, 0.33333334
0d02000000000040302000000080404201, 26, 0.5
0d020000001000003060000000a0400001, 14, 0.42857143
0d42000000000000300800200000404201, 48, 0.6666667
0d42010000000000302000000880500000, 13, 0.23076923
0d42010000000000302000000880100001, 24, 0.41666666
0d42010000000000302000000880400001, 48, 0.5
0d02001000100050302000000880000000, 22, 0.45454547
0d85420000000000300000000000800102, 25, 0.44
0d80020000000020308400000110000100, 13, 0.23076923
0d01040000200020301400000000008002, 55, 0.4909091
0d0a000000000050302000200001000001, 13, 0.53846157
0d00040001200020301400000000008002, 10, 0.1
0d00020000000000309000100010008102, 19, 0.31578946
0d00090000100010302000000020000201, 68, 0.5
0d01002000000024300000000000800502, 59, 0.5084746
0d01060000000004301000000008800002, 59, 0.5423729
0d04028000200020301000100010000000, 53, 0.5849057
0d42088000000010300000000000400201, 72, 0.5694444
0d01020000000004301000000008800402, 58, 0.5689655
0d05028000200020300000100010000000, 45, 0.5555556
0d15062000200020300000000000000000, 3, 0.33333334
0d4a010000040000302000200000000001, 1, 0
0d01000000200020300000400010008102, 26, 0.5769231
0d00000000000010302000200020405200, 4, 0.5
0d02011000000000300000000224400200, 21, 0.71428573
0d10010000100010302000280000000200, 5, 1
0d05000000000024301000000000088002, 76, 0.59210527
0d80020200000020301000100004000100, 14, 0.42857143
0d04000000040024301000000000088002, 21, 0.6666667
0d02014001100000302000000080000200, 1, 0
0d110201000000a0301000000000000002, 0, 0
0d01060800400020300000000000000102, 0, 0
0d01064800400020300000000000000002, 0, 0
0d4a010500000000300000000020000200, 24, 0.7083333
0d81020000000020308000000140000100, 37, 0.5675676
0d81020000000020308000000150000000, 13, 0.3846154
0d00022000000000301000000000018502, 15, 0.26666668
0d42080000000010302000000000044800, 58, 0.5862069
0d84400000000020301000000000800102, 25, 0.36
0d00002000200025300000000010000102, 12, 0.41666666
0d84000000000020301000000000800502, 44, 0.47727272
0d01002000200021300000000010000102, 48, 0.6041667
0d00022000200000300000100044000102, 14, 0.64285713
0d80000000000020309400000000001102, 6, 0.33333334
0d01102000000020300000000010008102, 25, 0.4
0d00102000000020300000400010008102, 8, 0.5
0d01122000000000300000000110200002, 12, 0.33333334
0d02200000000018302001000000100001, 6, 0.33333334
0d01060801000000300000000040800002, 21, 0.5714286
0d02081040010008302000000000000001, 9, 0.44444445
0d01022000000001301100000000008002, 4, 0.5
0d00000000000008302000004000044a01, 6, 0.33333334
0d04420000000000301400000000808002, 17, 0.5294118
0d01000001000020300000000040808102, 10, 0.7
0d0a080400000000302000000001400001, 24, 0.625
0d42210100000000306000000000000200, 9, 0.22222222
0d01060800000021301000000000000002, 3, 0.6666667
0d42200100000010306000000000000200, 29, 0.55172414
0d01021800040004300000000000800002, 1, 0
0d02254000000010300000000020000200, 4, 0.75
0d02250000100010300000000020000200, 1, 0
0d02080000000010304000400090000200, 1, 0
0d80520200000020301000100000000000, 23, 0.5652174
