Hex Representation, Visits, Green Win Rate
0d80500000000020300000000040200102, 26, 0.5769231
0d02010400100040302800000020000000, 25, 0.52
0d02200000000040300000200000104201, 62, 0.61290324
0d000020000000a0300400000040000502, 26, 0.46153846
0d42000400000050302800000020000000, 15, 0.26666668
0d84100000000020300000000040200102, 32, 0.46875
0d00020800000000309000000050000102, 90, 0.56666666
0d001600000000a0301400000000800000, 36, 0.5277778
0d02000400000008300000000081100201, 10, 0.3
0d00020800000020301000040040008100, 11, 0.45454547
0d00080500000050302800000000000200, 17, 0.4117647
0d00100800000020301500000000008002, 9, 0.33333334
0d00020000200020301000000440200100, 37, 0.45945945
0d00020000200020301400000400200100, 7, 0.71428573
0d811200010000a0300000000040000000, 12, 0.33333334
0d01000004200020300000000040008102, 5, 0.2
0d00000000000020309500000040800002, 32, 0.6875
0d02010400000040304000000280000200, 21, 0.3809524
0d05120a00000020300000000040000000, 21, 0.42857143
0d020000000000503060000000a0100000, 39, 0.5641026
0d00290400100040302000000000000200, 34, 0.5294118
0d40010400000008302000000020100200, 39, 0.51282054
0d80160000000000301400000000008002, 22, 0.4090909
0d001000000000a0321400100000000002, 17, 0.29411766
0d011000000000a0320400100000000002, 6, 0
0d0a000000000050300000200001000201, 4, 0.25
0d08010500000000302000000020100200, 15, 0.4
0d02080400000000302000000020140001, 26, 0.53846157
0d01120000000020309000040000008000, 18, 0.7777778
0d00120001000000309400000000008002, 26, 0.65384614
0d00000400000000302800000081100201, 12, 0.41666666
0d00010400000000302800000081000201, 7, 0.42857143
0d02210400000010312800000000000000, 12, 0.5
0d02210440000040300000000080000200, 5, 0
0d02010000000000302000004080120001, 70, 0.6
0d01020005800080301000000000000002, 3, 0.33333334
0d02010000000000302000004080160000, 6, 0.33333334
0d00200002400050312000000000000200, 4, 0.25
0d02000400010052300800000000000200, 20, 0.55
0d00020000000080301402000100000102, 8, 0.375
0d00200002400050302000000000100200, 10, 0.4
0d40090400000048302000000000000200, 19, 0.47368422
0d02080000000040306000000000100801, 19, 0.47368422
0d0a010100000050302800000000000000, 9, 0.6666667
0d02090400400040300000000080000200, 12, 0.41666666
0d01120801200020300000000040000000, 27, 0.6666667
0d02200500000008302000000000100001, 18, 0.5555556
0d00020800000001301000000040800102, 16, 0.625
0d00000400000000302000200080140201, 24, 0.5833333
0d00200508000000302000000000100201, 22, 0.5
0d01120000000020300000008000210100, 2, 0.5
0d01020000000020300000008040210100, 15, 0.26666668
0d01500880000020300000000040000002, 18, 0.44444445
0d01540880000020300000000000000002, 2, 0
0d00200008400010306000000000000201, 3, 1
0d04120001000080321000000000000002, 14, 0.5714286
0d81020000000080300000000040010102, 31, 0.4516129
0d00040800200020301400040000000002, 12, 0.25
0d00022000000024301000000100200100, 17, 0.64705884
0d02080000100010302000000081100000, 22, 0.45454547
0d00200400000058302001000000000200, 9, 0.22222222
0d01000801000020301400000000800002, 13, 0.53846157
0d00200400010050302000000020000200, 5, 0
0d011200010000a4300000000000000002, 15, 0.46666667
0d42010000000010302001000080000200, 4, 0.25
0d01420801000020300000000000000102, 1, 0
0d00020000000020301500040000200002, 2, 0
0d02000000000010302800004001000201, 3, 0.33333334
0d02200540000000302000000000000201, 20, 0.6
0d02010000000000302000000080540200, 9, 0.44444445
0d02211100000000302000000000000201, 7, 0.71428573
0d02000000100050302001000080000200, 11, 0.54545456
0d80120000000020309400040000000000, 13, 0.3846154
0d00000000200020301001000040200102, 1, 0
0d80020000010001300400000000200102, 5, 0.6
0d0a000001400010300000000080000201, 6, 0.5
0d00000000000000302800000020150201, 4, 0.75
0d00000000000018302000010081100200, 1, 0
0d0a000000400110300000000080000201, 1, 0
0d02090410000000302800000000000001, 2, 0
0d00000000000008302000010081100201, 1, 0
0d01020000000004300400040000208002, 9, 0.44444445
0d80020800000001301000100000000102, 3, 0.33333334
0d02010000000000302000000281100001, 84, 0.53571427
0d00520001000080301002000000000002, 2, 0
0d02010000400010302001000080020000, 2, 0.5
0d00000a00000021301400000000000102, 67, 0.58208954
0d00210502010000302000000000000200, 1, 0
0d00010400004010302000200008000200, 5, 0.6
0d00010000000010302005000000002a00, 1, 0
0d00522010080000300000000000000102, 7, 0.2857143
0da0020000004021301400000000000000, 5, 0.6
0d00020800200020301000400040000100, 5, 0.4
0d00020800200020301000400100000100, 6, 0.5
0d12080500000000300000000080000201, 10, 0.4
0d0a004000400050302800000000000000, 8, 0.625
0d01060000200020308000000040010000, 11, 0.27272728
0d01500000200020308000000010000002, 11, 0.45454547
0d80020000040001301400000000200002, 11, 0.6363636
0d00000000200020301000400100200102, 3, 0.33333334
0d80020000040001300400000000200102, 5, 0.4
0d01120000000020308402040000000000, 29, 0.5862069
0d00000000a00021301000000040000102, 9, 0.6666667
0d01500000000020300000000042800002, 4, 0
0d02a10000000000300000000000144200, 14, 0.35714287
0d00000000000008302000000020540201, 9, 0.6666667
0d02091100000000302000200000000001, 0, 0
0d81020000000001301000040000008002, 7, 0.5714286
0d0a000000400040300001000000000a01, 14, 0.5714286
0d02090500010000302000200000000000, 3, 0.33333334
0d01100004000020308002000000000102, 6, 0.33333334
0d02090442000040300000000000000200, 11, 0.36363637
0d00010040000000302000280000100201, 5, 0.4
0d02080442000050300000000000000200, 20, 0.45
0d00200502000050302000000000000200, 10, 0.4
0d01120000800080300000000100000102, 11, 0.6363636
0d02000400000002300800000001100201, 15, 0.6
0d02090500000040300000000000000a00, 7, 0.2857143
0d00100001000020308000000040800102, 26, 0.61538464
0d0a000000400040300001000080000201, 2, 0
0d01420801000020309000000000000000, 1, 0
0d00000000200024300000000040210102, 18, 0.5555556
0d02090000010000302800000000004001, 10, 0.5
0d40010000000000302800000021100200, 25, 0.52
0d01120800000001300400000000008002, 17, 0.4117647
0d01420800000020309400000000000000, 5, 0.2
0d00000400000000302800000021100201, 25, 0.52
0d02080402010050300000000000000200, 21, 0.42857143
0d01120000a00020300000000000010100, 4, 0.25
0d00010500000000302000280000100200, 25, 0.48
0d02000440000000300000200008100201, 17, 0.5882353
0d00020000000020301400000408800100, 6, 0.6666667
0d00128000200000300000000440000102, 11, 0.45454547
0d00100000200020309400100000000002, 20, 0.3
0d80022000000024301400000040000000, 37, 0.43243244
0d2a000400000050306000000000000000, 55, 0.56363636
0d00128000200020300000000040010100, 26, 0.61538464
0d05100000a00020300000000040000002, 35, 0.4857143
0d02010400000000302000280000104000, 9, 0.11111111
0d01160800200020300000000040000000, 14, 0.35714287
0d01100000000020308000000050200002, 14, 0.35714287
0d01120800000080300000000140000002, 7, 0.14285715
0d02000000000050302801000080000001, 31, 0.3548387
0d00120800000080300000000140000102, 14, 0.5
0d02211400000040300000200000000200, 15, 0.33333334
0d2a010450000000300000000000000200, 0, 0
0d00000440084018302000000000000200, 3, 0.33333334
0d01000000000020301100010008800002, 0, 0
0d00020000000020309004800040000100, 0, 0
0d02000000000040302000204008100001, 7, 0.2857143
0d0112000000000030000000040000a102, 14, 0.71428573
0d00022000080020300500000040000100, 11, 0.27272728
0d00000540080018302000000000000200, 11, 0.36363637
0da1020005000000300000000000000102, 12, 0.75
0d02000000000000302000204008104001, 1, 0
0d02088000000010316000000000000001, 0, 0
0d0102000000000030000000045000a002, 16, 0.4375
0d02088000000040312000000000400001, 17, 0.4117647
0d0502000000000030000000040000a102, 2, 0
0d02000000100000302000204008100001, 23, 0.47826087
0d00000000000020308400000440200102, 26, 0.65384614
0d01020804200020301400000000000000, 1, 0
0d00010400000000302800004000100a00, 13, 0.61538464
0d80000000000020300500000040200102, 15, 0.53333336
0d010020040000a0300000000040000102, 0, 0
0d02000400000000302800004020100001, 8, 0.25
0d02000000400040310000000080020201, 8, 0.375
0d00000000000020301000000502200102, 4, 0.25
0d000000008000a0300000000440010102, 3, 0.6666667
0d01522000000020308000000010000000, 16, 0.5
0d02080500000000302000200000400001, 13, 0.46153846
0d00502001020020300000000000000102, 3, 0
0d02010000400010302001000000020800, 1, 0
0d02000000000000302000000221140001, 2, 0.5
0d2a000000000040300000000000104201, 32, 0.59375
0d05120000000000309002000000000002, 96, 0.5104167
0d42010000010010300000280000000200, 2, 0
0d00020000a00000301000000140000402, 8, 0.5
0d00020000000020300000000052810100, 5, 0.4
0d02000540000000300000000220000201, 14, 0.5714286
0d00020000a00021301100000000000100, 8, 0.625
0d00000000000020309502040000000002, 7, 0.42857143
0d04020000000080321400040000000002, 4, 0.25
0d02010000110010302000000880000000, 7, 0.71428573
0d02000400110010302000000880000000, 13, 0.46153846
0d00210408000000302000000000140200, 20, 0.5
0d00210408000000302000000000040201, 2, 0.5
0d05100000000020300000000048800002, 14, 0.35714287
0d2a000000000050300000000000500200, 23, 0.4347826
0d01000800020020300000400010000102, 3, 0
0d00164000000020300000000002200100, 8, 0.375
0d01000800020020300000400040000102, 3, 0.33333334
0d00020000040084301402000000000002, 5, 0.4
0d00000000000018302000000080440201, 8, 0.625
0d80020000000004301400040000200002, 6, 0.33333334
0d010400000000a0300000000100800102, 11, 0.54545456
0d0a000000000040300001000080004201, 19, 0.57894737
0d00001000000000302800000021100201, 8, 0.375
0d05020000000000300400040008800002, 21, 0.47619048
0d0104000000002030000000000001a102, 8, 0.5
0d00022000080001301400000000000402, 16, 0.625
0d02010000000058302000000000100800, 74, 0.5135135
0d01020000000020309400000000200400, 52, 0.5
0d0a011000000010300800000000100200, 66, 0.54545456
0d81020000000000301100000000200102, 33, 0.4848485
0d00060000000000309000800040000102, 89, 0.53932583
0d28000500000010302000000000000201, 13, 0.23076923
0d00120801000020300000000000800500, 23, 0.47826087
0d02000100000010306800000000000801, 19, 0.42105263
0d00060000000001308400000000200102, 26, 0.53846157
0d08010000000010302800000000040201, 42, 0.47619048
0d02200400000048300001000000000201, 28, 0.53571427
0d01120800200000300400040000000002, 31, 0.58064514
0d02210400000008300001000000000201, 16, 0.5
0d00000000004021300400000000808102, 8, 0.375
0d02010000000018302000201000100000, 6, 0.16666667
0d81022000000020300000050000000100, 10, 0.4
0d00000510000018302000200000000200, 13, 0.53846157
0d00020001000020309400000000000102, 23, 0.4347826
0d00120000000020301000000040810002, 10, 0.2
0d00520000000020301000000000a00400, 30, 0.5
0d00020001000020301000100000208100, 46, 0.5652174
0d01100000000020301000000008810002, 37, 0.5135135
0d00000000080058302000000001100200, 39, 0.64102566
0d2a010000400000300001000000000201, 6, 0.33333334
0d00000000000010302000804020140200, 14, 0.5
0d00008000200020301000000540000002, 7, 0.2857143
0d00020005000020309000800000000100, 16, 0.6875
0d00000000010050302000000220000201, 28, 0.4642857
0d02010000400040302000280000100000, 62, 0.6451613
0d00120001000020301400000002200000, 5, 0.2
0d02000000400010300800080000100201, 4, 0.25
0d02000400000052300801000000000200, 12, 0.33333334
0d02000000000008302000000000144801, 8, 0.625
0d0a010000000040306001000020000000, 20, 0.65
0d0a010000000050302001000020000000, 11, 0.45454547
0d02000000400058302000000000100200, 21, 0.3809524
0d01120000000020309000040000000002, 12, 0.5
0d00200000400040306000200000000201, 3, 0.33333334
0d01020000200020301400040000200000, 41, 0.4390244
0d0a010000000000302000000080440001, 6, 0.8333333
0d00022000000080300000000140000502, 5, 0.4
0d02080000000000300800000001500201, 3, 0.33333334
0d02080000000010300800000001400201, 27, 0.37037036
0d0a010000000000302000000080144000, 16, 0.5625
0d00020800000000300400040001200102, 7, 0.2857143
0d00010000000000302800040081000201, 5, 0.4
0d00020800000000301400000001200102, 1, 0
0d00000000000000302800000080150201, 0, 0
0d0a800440000010302000000000004000, 8, 0.375
0d02011000000000310000000220000201, 3, 0
0d40010000000000302000004000120a00, 11, 0.45454547
0d80140200000020301000100000000002, 43, 0.4883721
0d4201040000000a300000000000004200, 22, 0.36363637
0d01020800000020308500100000000000, 36, 0.5833333
0d02280000000010302000000000504000, 23, 0.5217391
0d0a200000000000300000000000504201, 2, 0
0d01000000000020300000000050208402, 18, 0.5555556
0d05120000a00020300000000010000000, 38, 0.6315789
0d08000000000010302000204000400201, 1, 0
0d02001440000018302000000000000800, 7, 0.2857143
0d02000000000050304001000080000a00, 23, 0.6956522
0d00000800200020300000000050010102, 2, 0
0d01000800000020300000000100800502, 6, 0.6666667
0d02001500000010302000200080000000, 4, 0.25
0d05122000000020300000000040200000, 37, 0.5675676
0d00210400000000302000000020104200, 10, 0.2
0d04020000000020309400100000200000, 25, 0.4
0d05100800000020300000000000800402, 29, 0.41379312
0d02010000100040306000200080000000, 11, 0.36363637
0d42011000000010300800000000000a00, 31, 0.48387095
0d00200000100058306000000000000200, 4, 0.25
0d00020000000024301400100000200002, 9, 0.44444445
0d42010400000000300000000080420200, 26, 0.42307693
0d01060a00000000300000000040000402, 17, 0.3529412
0d01020000000000308000000140008402, 15, 0.6666667
0d01020000000000308000000100008502, 6, 0.6666667
0d00020000000020308000000050018100, 5, 0.6
0d00120000000000308000000040008502, 46, 0.5869565
0d4a000400000008300000000000100201, 19, 0.47368422
0d00011400010000302800000020000200, 17, 0.5294118
0d01100000200020300400100000200002, 45, 0.51111114
0d00011400000040302800000020000200, 12, 0.083333336
0d04120800000000300000000000008502, 39, 0.46153846
0d4a000000000000300000000080104201, 56, 0.5714286
0d0a010000000000300000000080101201, 2, 0
0d14120800000000300000000000008102, 3, 0
0d00000000000058306000400080000200, 2, 0
0d00020800000024309500000000000000, 12, 0.41666666
0d42210040000000300000000000000a01, 8, 0.5
0d42200440000000300000000000000a01, 27, 0.5185185
0d02000000100000300000000280500201, 73, 0.5890411
0d00020800000084301400040000000002, 4, 0.75
0d00200000000010302800000000440201, 0, 0
0d00020800000084300400040000000102, 9, 0.44444445
0d000008000000a0301000000010000502, 49, 0.53061223
0d02200000100040304800000000000201, 27, 0.5185185
0d6a001400000000302000000000000001, 10, 0.4
0da5160000000020300000000000000000, 10, 0.5
0d2a000000000050300000004000000201, 2, 0
0da0020000000000300400000440000102, 3, 0
0da0020000000000301000000440000102, 67, 0.5522388
0d00010000010000302800000080100201, 13, 0.46153846
0d02200400000000302800000001100001, 16, 0.4375
0d04122000000020301400000000008000, 20, 0.5
0d01160000000020308000000040800000, 11, 0.36363637
0d80000000000020300400040040200102, 7, 0.14285715
0d08000000000010302001000080100201, 5, 0.2
0d00020000200000300400000040210102, 16, 0.4375
0d00000800020020300000000050000502, 2, 0
0d04160000000020300000000002200100, 14, 0.5
0d00008000200020301400000440000002, 14, 0.42857143
0d02098040000000302000000000100001, 0, 0
0d02010440000040302000200008000000, 34, 0.64705884
0d00008000200020301000100000010102, 7, 0.42857143
0d00124a01000020300000000000000100, 8, 0.375
0d02014000400010300000000280000200, 3, 0.33333334
0d015200008000a0301000000000000000, 43, 0.5116279
0d02004000400050300000000280000200, 1, 0
0d00022000000020309000000040011000, 15, 0.4
0d00014000400018302000000020000200, 5, 0.4
0d00022000000020309000000040001100, 14, 0.64285713
0d11500000200020300000000000800002, 2, 0
0d01120005000000300000000002800002, 9, 0.44444445
0d00010140000010302000000000020a00, 8, 0.5
0d40010000400040302000280000000200, 25, 0.56
0d0200000000001a302001000000004001, 2, 0
0d00062000020000300000000140000102, 18, 0.5555556
0d02000000000010300000000881040201, 1, 0
0d02210008400040302001000000000000, 8, 0.5
0d000200000000a0320000000140010100, 3, 0
0d00020000000000300000008050210102, 3, 0
0d02010000000000302a00000001004001, 4, 0.25
0d00000000100040302001000880000201, 12, 0.5
0d00010440010000302a00000000000200, 1, 0
0d02210008400010312000000000000000, 6, 0.5
0d001000050000a0320000000000000102, 2, 0
0d02089400000000302000000000400001, 4, 0
0d00000800000020300000000040201502, 4, 0.5
0d02010000000040304800400080000200, 2, 0
0d00200000000010302800000004400201, 31, 0.4516129
0d00210000000000302000000080101201, 2, 0.5
0d00020880004021301400000000000000, 4, 0.25
0d010000010001a0320000000000000102, 1, 0
0d02210418000010300000000000000200, 6, 0.5
0d00000000000020300400058000200102, 14, 0.64285713
0d00022000000021301400040000200000, 2, 0
0d00020000000080301000000100018102, 0, 0
0d01020000000020308000000140210000, 4, 0.25
0d02010400000000302800200001100000, 21, 0.47619048
0d02000400000000302800200001100001, 20, 0.5
0d01520000000000300000000040a00002, 26, 0.53846157
0d01420000000000300000000040a00102, 9, 0.5555556
0d020005000000003000000000a0100201, 24, 0.625
0d00080002000050302000000000104200, 19, 0.47368422
0d00002000020020300400100040000102, 28, 0.53571427
0d00080002000050306000000000100200, 15, 0.26666668
0d00120000000025309000800000000000, 8, 0.5
0d2a000000100050300000000000004200, 41, 0.5609756
0d05022000080020300400040000000000, 17, 0.47058824
0d00010100080008302000000000400201, 6, 0.16666667
0d0002000000000030000010014000a102, 12, 0.41666666
0d00000000000024300400000008800502, 15, 0.33333334
0d2a011400100000300000000000000200, 55, 0.54545456
0d00062000000021301400000000200000, 10, 0.4
0d42010000000000302000200081000001, 2, 0
0d02091000400040302000000080000000, 22, 0.59090906
0d02000400010000302000000000102801, 28, 0.53571427
0d02000000000050300001200008000201, 5, 0
0d00020000000000309400840040000002, 25, 0.48
0d01022000200020300100100000000100, 49, 0.6530612
0d01000000000024308500000000800002, 23, 0.5217391
0d80160004000000301000000000800002, 25, 0.52
0d42000000000050300800000020100200, 31, 0.4516129
0d02080400000040300800000000004201, 30, 0.46666667
0d40090400000008302000000000100200, 28, 0.42857143
0d02000400000040302000200020004001, 30, 0.43333334
0d08010400100000302000000020100200, 23, 0.3043478
0d00002000000020300400100010008102, 22, 0.45454547
0d80060000000024300400000000800100, 18, 0.3888889
0d01002000000020300000100010008102, 54, 0.5
0d02000000400040302000000220400001, 18, 0.5
0d02010000400000302000000220400001, 14, 0.2857143
0d02010000000010300000280000140200, 76, 0.55263156
0d0200050000001a300000000000004200, 13, 0.46153846
0d010000000000a0300400000050200002, 70, 0.5857143
0d02001400000000304000000280000201, 24, 0.375
0d42a00000000010302000004000100000, 20, 0.5
0d000000000000a0300502000010000102, 18, 0.5
0d010000000000a0300102000010000102, 12, 0.33333334
0d02200402000000300000000000044201, 8, 0.625
0d01000001000020300400000000280102, 41, 0.6585366
0d00001000010040302000000080020201, 28, 0.53571427
0d001000040000a0300002100000000102, 15, 0.53333336
0d000000040000a0301002100000000102, 15, 0.6
0d00020a00000020300500000010000100, 16, 0.5625
0d02a10000000040302001000000400000, 14, 0.42857143
0d00011000400040302000000080020200, 6, 0.16666667
0d81000000200020300100000010000102, 12, 0.41666666
0d04022000000020301000000440800000, 11, 0.36363637
0d02010000000040312000200000000801, 39, 0.41025642
0d42091002000000302000000000100000, 44, 0.6136364
0d42081002000010302000000000100000, 19, 0.36842105
0d4000040000001a302000000000100200, 31, 0.48387095
0d4000000000001a302000004000100200, 27, 0.6666667
0d05000000a00020300000000440000002, 10, 0.4
0d05000000a00020301000000400000002, 15, 0.53333336
0d02089000000040300001000000000201, 26, 0.5
0d02099000000040300000000000000201, 76, 0.6315789
0d02000500080008302000000000004001, 33, 0.54545456
0d02000000000040300000800020404201, 34, 0.5294118
0d01020000000000300400000018800402, 12, 0.25
0d02091000000040300001000020000200, 39, 0.6923077
0d01000000000024308000000140008002, 31, 0.5483871
0d0a000500000018306000000000000000, 25, 0.6
0d80520000200020300000100000000100, 14, 0.35714287
0d80120004200020300000100000000100, 40, 0.7
0d01062000000000300500000000800002, 17, 0.5882353
0d01022000000000300100000010800102, 8, 0.25
0d80120000200020301000100000000400, 27, 0.44444445
0d01060800000000300400040000200002, 30, 0.5
0d005208000000a0301000000000000400, 35, 0.4857143
0d02200402000040300000000000400201, 33, 0.45454547
0d011000000000a4300002000040000002, 20, 0.35
0d01060800000020300400100000200000, 21, 0.33333334
0d02201000000040306000000080000001, 57, 0.45614034
0d02010000100000300800000080100201, 73, 0.49315068
0d00200400000010302800000000104200, 21, 0.3809524
0d00200400000040302800000000004201, 33, 0.4848485
0d00200400000050302800000000004200, 30, 0.46666667
0d050020000000a0300000000440000002, 3, 0
0d01020000200000300500000010200002, 21, 0.47619048
0d000200040000a0301000000000800500, 15, 0.4
0d80140000200020300400000000000102, 74, 0.5945946
0d42a00000100010300000000000100200, 67, 0.53731346
0d00100000000020301000100002200402, 32, 0.375
0d02080000100050300000000080100200, 36, 0.5277778
0d841200000000a0301000000040000000, 45, 0.5777778
0d0a080000100010300000000000104200, 53, 0.5849057
0d0a090000100000300000000000104200, 32, 0.46875
0d00120004000000300000100000808102, 32, 0.5625
0d00020004000000301000100000808102, 11, 0.27272728
0d02091000000040302000200000400000, 69, 0.5072464
0d00062000000020308400000010000100, 57, 0.47368422
0d05020000000080300002400000000102, 2, 0.5
0d01040800060024300000000000000002, 12, 0.5833333
0d02000000100000302000000080025001, 31, 0.61290324
0d80120000000000301000100010008002, 67, 0.5074627
0d80120000000000300000100010008102, 45, 0.42222223
0d00100800000020309400000040000002, 71, 0.57746476
0d00200400000040302000200000100201, 49, 0.5102041
0d40000400000050302800000020000200, 44, 0.47727272
0d00120801000020301000000040200000, 12, 0.33333334
0d02210000000010300801000000100200, 24, 0.5
0d00000800000020301000000140200102, 99, 0.5252525
0d00120000000020308400100000200100, 35, 0.51428574
0d0a010400000040300800000000100200, 22, 0.4090909
0d00200400000048302000000000100201, 57, 0.6315789
0d00022000000020309000000010010400, 4, 0.75
0d00010000400018306000000020000200, 2, 0
0d00022000000024309000140000000000, 3, 0.33333334
0d01120000000000301000000402200002, 26, 0.65384614
0d00120804020000300000000040000102, 15, 0.46666667
0d00120804020000301000000040000002, 16, 0.5
0d02000000000050300000000880005200, 4, 0
0d12210008000050300000000000000200, 9, 0.5555556
0d15020880000000301000000000000002, 50, 0.66
0d02000400000000302a00000004400001, 20, 0.5
0d02000000100010300000000880001201, 4, 0.25
0d42000000000000302a00000004400001, 8, 0.125
0d00000000100010306000400880000200, 5, 0.4
0d02010000000000302a00000004004001, 7, 0.71428573
0d01020880040024300000100000000000, 3, 0.6666667
0d02001000000000302a00000004400001, 12, 0.41666666
0d00020000000000301000108000201102, 9, 0.5555556
0d000440000000a0320000000010000102, 7, 0.2857143
0d81020000000020304000400010008000, 9, 0.33333334
0d08010000040004302000000000000a01, 1, 0
0d08011000000004302000000000000a01, 0, 0
0d52010000000018300000000020000200, 26, 0.42307693
0d08011000040004302000000000000a00, 1, 0
0d02010400000048306000000080000000, 44, 0.54545456
0d02000400000048306000000080000001, 29, 0.4827586
0d01122000000080300400000040000002, 37, 0.4864865
0d02010500000042302800000000000000, 20, 0.55
0d00000400000010302000000081020201, 20, 0.55
0d00100000000020301000000140280002, 16, 0.4375
0d000000000000a0300502000040000102, 4, 0.25
0d010000000000a0300102000040000102, 25, 0.52
0d02210002000040300000004000100200, 13, 0.30769232
0d00100000000020300000100040280102, 16, 0.3125
0d42210002000040300000000000100200, 22, 0.4090909
0d2a001400000010300000000000100200, 59, 0.59322035
0d2a000400100010302000000000004000, 43, 0.5813953
0da0120000000020301400000000000400, 33, 0.4848485
0d0400000000002030100000004000a402, 47, 0.5319149
0d01020800020000300400000050000002, 52, 0.5769231
0d00120880000000301000000100000102, 21, 0.47619048
0d00000400400040302a00000000000201, 17, 0.4117647
0d011000000000a0320400000000000102, 62, 0.5483871
0d00120884000000301000000040000002, 17, 0.5294118
0d02200048000010300000000000100201, 4, 0
0d02200448000000300000000000100201, 9, 0.33333334
0d010200000000a0320400000040010000, 23, 0.47826087
0d02010000000050302a00000000040000, 38, 0.6315789
0d00000400000040306a00000000000201, 65, 0.6
0d01120a00000000300000000050000002, 10, 0.2
0d00160000000000301000000040280002, 24, 0.33333334
0d02000440000000300000000080120201, 12, 0.25
0d00120a00000000301000000440000002, 24, 0.5416667
0d02210002000050302000004000000000, 28, 0.5
0d02000000100010300000800020500200, 45, 0.5555556
0d04028000200020301000000040000400, 19, 0.31578946
0d2a010000000040302000400000000001, 25, 0.68
0d2a000000000040306000400000000001, 18, 0.5555556
0d50000400000000302000200008000201, 4, 0
0d02200002100050302000000000100000, 32, 0.40625
0d01420880000000301000000040000002, 26, 0.5769231
0d01020880000021300400000040000000, 26, 0.53846157
0d01020880000020301400000400000000, 13, 0.53846157
0d001000000000a0320500000000000102, 31, 0.61290324
0d00100004000020301400008000200002, 9, 0.33333334
0d02010400400040300000000220000200, 25, 0.6
0d0a800400010010302000000000100000, 42, 0.6666667
0d01100000000020301000000100088002, 24, 0.625
0d01100000000020308402000040000002, 21, 0.33333334
0d01120000000000300400000042800002, 41, 0.5121951
0d01120000200020300000000040200400, 18, 0.44444445
0d80120000000020300400100000200100, 19, 0.36842105
0d02010400000008302000000081100000, 30, 0.6333333
0d01120000200020301000000100200000, 13, 0.3846154
0d00522000000080300400000000000102, 24, 0.5416667
0d08010000040000302000000000400a01, 4, 0.5
0d14020000200004301000000000800002, 8, 0.25
0d04020000240024301000000000800000, 12, 0.75
0d00000000040025301000000000280002, 2, 0
0d01000000040021301000000000280002, 5, 0.6
0d50000100000010302800080000000200, 13, 0.46153846
0d00008000200020301000100044000002, 5, 0.2
0d2a000000000050300000000000001201, 9, 0.5555556
0d00008000200020300000100044000102, 12, 0.5833333
0d14000000000020309000100000008002, 26, 0.5769231
0d05022000000000300000400000800102, 6, 0.5
0d00022000200020300000000000041500, 1, 0
0d0a000000000010306000200100000001, 2, 0.5
0d11000100000020309000000000800002, 1, 1
0d81020000000000300001400010800002, 13, 0.46153846
0d81020800000000304000000010000102, 3, 0.6666667
0d140100000000103020000000a0000200, 4, 0.75
0d81020800000000304000400010000002, 10, 0.4
0d02011000040000300000000080100a00, 7, 0.2857143
0d11000000000020301400000000a00002, 2, 0
0d02000000000000306800600000400001, 34, 0.5882353
0d00015000000018302800000000000200, 4, 0.25
0d00022800000024300000000000001500, 26, 0.5769231
0d00020000000000301000140010a00002, 16, 0.4375
0d02010000010008302800000000004001, 8, 0.25
0d00000000000024301000000000218402, 18, 0.5
0d81060000000020300000000110008000, 9, 0.5555556
0d08010000010000302000000000400a01, 7, 0.71428573
0d42010100100008300000000020000200, 7, 0.42857143
0d02004000500018302000000020000000, 1, 0
0d00002000000020308000140004000102, 8, 0.25
0d11420000200000301000000000800002, 2, 0.5
0d02000000000010306005200020000000, 1, 0
0d02000000000010306004200020000001, 3, 0.6666667
0d01020001200100300000000000008102, 3, 0.33333334
0d01002000204025300000000000000002, 10, 0.5
0d00020800200000300000140010000102, 14, 0.35714287
0d014200000000a0301000100000008000, 1, 0
0d054200000000a0301000000000008000, 5, 0
0d00060000000005309000000000200002, 13, 0.3846154
0d800000000000a0301000000000011402, 1, 0
0d02200000000018300001400000000201, 0, 0
0d00002000000020300000400110200102, 1, 0
0d08000000000000302800000000144201, 18, 0.7222222
0d00160801000020300000000000800100, 14, 0.5
0d00060001000000300000000000208502, 15, 0.33333334
0d02280000100000302000000000044001, 37, 0.5945946
0d42a00000500010302000000000000000, 5, 0.2
0d02011000000002302800000001400000, 15, 0.6
0d00010000500000312000000220000200, 6, 0.5
0d01020000000000300000000500088102, 3, 0.33333334
0d01020000000000300000000410088102, 1, 0
0d02080002000010316001000000000000, 7, 0.42857143
0d00020000000020308002100000010500, 14, 0.5714286
0d0a801000010000300000000000400201, 18, 0.5
0d00020000000000300000000150088102, 3, 0
0d00014000500000302000000220000200, 28, 0.6785714
0d00020000000020309002000000011100, 4, 0.25
0d02000000000000300000000005420a01, 7, 0.42857143
0d04020000000000300000000110088102, 35, 0.6
0d04400000a00020301000100000000002, 38, 0.57894737
0d42010000000000300000000001020a01, 6, 0.16666667
0d01020000000020308000000110200100, 43, 0.53488374
0d00200000000010302001000020100201, 4, 0.75
0d00020000000080301400000000018402, 3, 0
0d05020000000020308000000110200000, 10, 0.4
0d02081000500010302000000080000000, 17, 0.47058824
0d4a000100100010300800000000000200, 12, 0.5833333
0d01000801200020300000000010000102, 5, 0.4
0d4a001100000010300800000000000200, 1, 0
0d00200000100010302001000020000201, 4, 0.5
0d85460000000080300000000000000002, 5, 0.6
0d04420004200020301000000000008000, 12, 0.6666667
